id,nb_images,longueur_image,largeur_image,description_produit,taille,annee,couleur,prix,categorie,nom_produit,delai_vente
4383,2,3239.0,3239.0,"Ensemble de Dînette en Aluminium (vers 1950) composé de : Assiettes (4), Tasses (4), Gobelets (2), Soucoupes (4), Cafetière (1), Pot à Lait (1), Plat (1), Passoire (1), Salière/Poivrier (1), Pot de Laitier (1, Accident), Panier à Salade (1),  Plats/Pots divers 4), Couverts Divers (10).",,,,20.0,enfance,Dînette Aluminium - 24 Pièces & Divers Couverts,0
4384,4,1829.0,2816.0,"Belle Ferrari 1/18 F40 Burago ( plus rouge que sur la photo ) . Pour collectionneur et bricoleur car les deux portes sont cassées .
Dimensions : 24 x 11 x 7 cm ",,,Rouge,8.0,enfance,Ferrari 1/18 F40 Burago,1
4385,3,1536.0,1536.0,"Gilet sans manches EDC. Multicolore à fines rayures dans les tons beige et rose. 3 boutons sur le devant. 1 poche de chaque coté avec 1 bouton pression à l'avant.
Composition : 100% coton. Taille S.
Un très joli gilet à porter avec un chemisier.",S,,Multicolore,7.0,mode,,2
4386,1,800.0,800.0,"Marre des cartouches d'encre hors de prix et des imprimantes jet
d'encre jetable ? Il est temps de passer au laser, la solution éco -
nomique et éco - logique. 

Ce combiné Brother MFC-8380DN est un grand classique des bureaux,
peut-être l'avez-vous déjà croisée sans y prêter attention...? Il
vous offre des impressions de qualité, rapides et efficaces, avec un
fonctionnement très simple et associe les fonctions de copieur,
scanner et fax. Il est compatible avec un grand nombre de systèmes
d'exploitation (Windows, Mac, Linux...) : si le pilote n'est pas
automatiquement détecté par votre ordinateur, vous le trouverez sans
problème en ligne. 

Vitesse : jusqu'à 30 pages par minute / Impression recto verso /
Capacité du toner environ 8000 pages. 

_Nos imprimantes sont testées et nettoyées dans nos ateliers,
fournies avec un toner rempli au minimum à 1/3 de sa capacité, et
avec câble d'alimentation et câble USB. Garantie 6 mois._",,,,80.0,multimédia,Imprimante Laser Brother MFC-8380DN,1
4387,2,1100.0,1100.0,"Miniature de la Citroën DS, bleue. Made in Monaco. Format: 1/48. 
",,,,5.0,loisirs,"Citroën DS bleue 1/48e ""Made in Monaco""",0
4388,2,616.0,616.0,"<p><strong>Livre d'occasion écrit par Michel Hubaut paru en 1996 aux éditions Desclée De Brouwer<br/>Thème : RELIGION - Christianisme.</strong></p><p>A propos de cet exemplaire de ""Hors des sentiers battus"": couverture souple, format moyen , bon état.<br/> . Code ISBN de référence pour ce livre : 9782220038001<br /></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,1996.0,,4.2,librairie,Hors des sentiers battus - Michel Hubaut,2
4389,2,3500.0,2355.0,"Veste légère à manches longues.
Col boule.
Boutons et empiècements de matières fantaisies.
Made in Italy.

Taille  L",L,,Gris,15.0,mode,Veste Elisa Cavaletti,2
4390,2,616.0,616.0,"<p><strong>Livre d'occasion écrit par Gilbert Delahaye paru en 1993 aux éditions Editions Atlas.</strong></p><p>A propos de cet exemplaire de ""Martine petite maman"": couverture cartonnée, grand format , comme neuf.<br> . Code ISBN de référence pour ce livre : 9782731241372<br></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,1993.0,,2.4,librairie,Martine petite maman - Gilbert Delahaye,2
4391,4,1536.0,1536.0,Ceinture marron de la marque GUCCI. Ceinturon tissu  avec le logo de la marque. Bords blancs.,,,Marron,12.0,mode,,1
4392,5,2448.0,2448.0,"Sac à dos noir DÉCATHLON. 

- Fermeture zippée. 
- 2 grandes poches. 
- Bande réfléchissante sur l'avant du sac. 
- Bretelles rembourrées. 

Dimensions: 40/30/ 15 cm. 
Matière: 100% polyester. 100% polyamide. ",,,Noir,8.0,mode,Sac à dos noir DÉCATHLON ,0
4393,2,900.0,675.0,"<p><strong>T-Shirt Femme CASUAL BY GEMO</strong></p>
<p>Manches Longues</p>
<p>Taille 38</p>
<p>Couleur Noir</p>
<p>Col Plongeant Avant et Arrière</p>
<p>Très Bon Etat</p>",38,,Noir,6.0,mode,CASUAL BY GEMO - T38 ( ref.b100 ),1
4394,3,900.0,675.0,"<p><strong>Pull Femme H&amp;M</strong></p>
<p>Manches Longues - Laine</p>
<p>Taille 40</p>
<p>Couleur Noir et Blanc Imprimé</p>
<p>Neuf avec Étiquette</p>",40,,,7.9,mode,H&M - T40 ( ref.c28 ),1
4395,2,1100.0,1100.0,"Voiture miniature au 1/45, de la marque APS, 
fabriquée en Italie, de couleur rouge, de dimensions:  
11 cm x 6 cm x 3,8 cm, avec le socle 
et l'emballage d'origine.",,,Rouge,10.0,loisirs,"Voiturette ancienne, de la marque APS POLITOYS",0
4396,6,2448.0,2448.0,"Cardigan en maille mouchetée pour femme de la marque PROMOD. 

Taille : unique. 
Matière : non renseignée. 
Coloris : gris / noir / rose / bleu / jaune / violet / vert.

Aucune fermeture, manches longues maille mouchetée, point jersey, maille légèrement ajourée.

",TU,,Gris,6.0,mode,Cardigan en maille mouchetée pour femme de la marque PROMOD ,0
4397,2,1100.0,1100.0,"Théière verseuse, avec anse en bois (palissandre), 
très beau 'design', aucun poinçon, modèle en cannelures, bon état.",,,,18.0,mobilier - deco,"Théière verseuse, avec anse en bois (palissandre)",0
4398,7,3024.0,3024.0,"Se déploie en pressant sur un bouton avec ressort (voir photo). Monture doré, montant couleur écaille en bakélite. Bon état.
Un objet de curiosité et pratique pour la presbytie !
",,,Multicolore,39.0,mobilier - deco,Lunette loupe pliante automatique Art Déco RARE VINTAGE 1930 env.,0
4399,5,1100.0,1100.0,"Colomba de Prosper Mérimé. Illustrations de Gaston Vuiller. Edité par Calmann Lévy, 1897, Paris. In 8, reliure E. Carayon. 1/2 maroquin marron à coins. Dos à nerfs avec frises. Ex n031/100 tiré sur papier de chine. Rousseurs à l'intérieur du livre, dûs au temps. 271p. 14,3 x 20,4 x 1,3 cm",,1897.0,Marron,30.0,librairie,Colomba de Prosper Mérimée,2
4400,1,1100.0,1100.0,"Frederic chopin. L'œuvre intégral. Erato. Edition Nationale polonaise. Format: 25 × Vinyl, LP, Compilation. France 1971. genre classique. Support 33 tours. Chef d'orchestre : Witold Rowicki. 33 x 12 x 33 cm. Poids: 5 kg. Très bon état. ",,,,25.0,les coups de coeur des vendeurs,Chopin l'œuvre intégral,1
4401,3,640.0,480.0,"<p><strong>Chemise Manches Longues Femme MEXX</strong></p>
<p>Taille 40/42</p>
<p>Couleur Rose à Carreaux</p>
<p>&nbsp;</p>",40,,Rose,8.0,mode,MEXX - T40/42 ( ref.b40 ),1
4402,3,3348.0,2525.0,"Pull long et léger avec un large col bénitier.
Motifs à fleurs, typique de la marque.
Manches longues, dont la gauche est décoré.
Effet drapé à l'avant.
Coupe droite.
Broderie de la marque dans la nuque.

Taille : XL",XL,,Noir,10.0,mode,,0
4403,5,2448.0,2448.0,"Doudou matelassée à capuche pour chien DOGGY DOLLY. 
  
Cette doudoune pour chien Doggy Dolly permettra à votre boule de poils de passer des moments bien au chaud !
Imperméable, elle allie confort, élégance et chaleur avec son rembourrage polyester.

Taille: L. 
Matière: non renseignée.",,,Noir,5.0,mode,Doudou matelassée à capuche pour chien DOGGY DOLLY ,1
4404,1,1000.0,1000.0,"Un grand classique de la gamme pro de Dell: l'Optiplex 780 est adapté
à un usage courant de type bureautique / internet.
Son grand atout: la fiabilité. 

Ordinateur reconditionné dans nos ateliers, livré avec câble
d'alimentation, clavier et souris. Garantie 6 mois 

Processeur: Intel Core 2 Duo à 2.93 Ghz / RAM : 4 Go / Disque dur :
250 Go / Format compact Desktop / Linux Mint 

Fonctionne sous le système d'exploitation Linux Mint, suite
bureautique Libre Office. 

5 bonnes raisons de passer à Linux Mint : 

	* SIMPLE À UTILISER : Prise en main rapide, mises à jour
centralisées.
 	* LOGICIEL LIBRE : Pas de licence à payer.
 	* FIABLE ET SÉCURISÉ : Pas de logiciels malveillants.
 	* RESPECTE VOTRE VIE PRIVÉE : Données personnelles protégées.
 	* NÉCESSITE PEU DE CAPACITÉS : Espace disque et ressources
optimisés.",,,Noir,90.0,multimédia,DELL Optiplex 780 SFF - 4 Go RAM - 250 Go DD - Linux Mint,0
4405,2,600.0,551.0,"Le Wiko Kite est un smartphone 4G d'entrée de gamme, animé par
Android KitKat (version 4.4). Il est équipé d'un écran 4 pouces
(480 x 800 pixels). 

Côté multimédia, un appareil photo/caméra de 5 mégapixels est
présent au dos du smartphone accompagné d'un flash LED ainsi que
d'un petit capteur sur la face avant. 

 Du côté des connectivités, tout y est avec le Bluetooth 4.0, le
port USB 2.0, le GPS, ou encore le WiFI. Sa mémoire de 4 Go est
extensible jusqu’à 32 Go via une carte microSD en option. 

Débloqué tout opérateur et reconditionné dans nos ateliers 

> Etat neuf / Garantie 6 mois 

Fourni dans la boite d'origine, avec chargeur et kit oreillette.",,,,89.0,multimédia,Wiko Kite 4G - Noir - D&eacute;bloqu&eacute;,0
4406,2,616.0,616.0,"<p><strong>Livre d'occasion écrit par Régis Franc paru en 1988 aux éditions Casterman<br/>Thème : BANDES DESSINÉES, COMICS, MANGAS.</strong></p><p>A propos de cet exemplaire de ""Bonjour ma chérie"": couverture souple, grand format , bon état.<br/>  Couverture cornée. Code ISBN de référence pour ce livre : 9782203334403<br /></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,1988.0,,3.0,librairie,Bonjour ma chérie - Régis Franc,2
4407,5,900.0,675.0,"<p><strong>Veste Femme GALERIES LAFAYETTE </strong></p>
<p>Courtes - Manches Longues</p>
<p>Taille 36</p>
<p>Couleur Noire Unie</p>
<p>Fermeture Zippée + Boutons</p>
<p>Poches Avant</p>
<p>Neuve avec Étiquette</p>
<p> </p>",36,,Noir,9.0,mode,GALERIES LAFAYETTE - T36 ( ref.j92 ),2
4408,5,3168.0,3168.0,"Manteau en fourrure Henri Exbrayat Saint-Etienne. Doublure intérieure satinée marron et bandes de cuir au niveau de la taille et des poignets. Fermeture par crochets et poches de chaque côté. Tissu à recoudre à l'intérieur au niveau de la manche gauche, doublure un peu usée en bas et légère déchirure invisible à l'oeil du côté droit extérieur. Epaule à épaule : 49 cm; Epaule-poignet : 60 cm; Hauteur : 71.5 cm. Taille non indiquée mais approximativement 38-40.
",40,,Marron,50.0,mode,Manteau fourrure Henri Exbrayat Saint-Etienne,2
4409,1,549.0,400.0,"<p><strong>Livre d'occasion écrit par Laudec- Cauvin paru en 1998 aux éditions Dupuis<br>Thème : BANDES DESSINÉES, COMICS, MANGAS - Bandes dessinées - Bandes dessinées de genre - Humour.</strong></p><p>A propos de cet exemplaire de ""Cédric, tome 12 : Terrain minets"": couverture cartonnée, grand format , état acceptable.<br>  Coins frottés. Code ISBN de référence pour ce livre : 9782800125961<br></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,1998.0,,3.6,librairie,"Cédric, tome 12 : Terrain minets - Laudec- Cauvin",0
4410,6,2448.0,2448.0,"Marinière écru à rayures bleues Marine pour ado de 14 ans de la marque SAINT JAMES. 

Taille : 14 ans. 
Matière : 100% coton. 
Colorie : écru et bleu Marine. 

Description des détails : 
Col bateau, manches longues, matière de qualité, motifs à rayures, couleur principale écru, coupe droite, écusson brodé sur la manches gauche. 

",,,Ecru,8.0,enfance,Marinière écru à rayures bleues Marine pour ado de 14 ans de la marque SAINT JAMES ,1
4411,4,3551.0,2821.0,"Fourrure femme 
poils drus et d'autres doux
Largeur épaule : 40 cm
longueur totale 80 cm
Très belle doublure satinée et brodée
1 poche intérieure
3 points d'accroche",40,,,69.0,mode,,0
4412,6,1536.0,2048.0,"Serre-livres en marbre noir.

Dimensions (H x L): 12,5 x 12,5

La eboutique Emmaüs Alternatives vous propose un achat solidaire à travers une sélection d'objets de collection.",,,Noir,25.0,mobilier - deco,Serre-livres marbre noir,0
4413,2,3072.0,4608.0,"Drap plat métis, jour échelle, 2 personnes  220X300",,,,12.0,mobilier - deco,"Drap plat métis, jour échelle, 2 persones",2
4414,1,405.0,250.0,"<p><strong>Livre d'occasion écrit par Amélie Nothomb paru en 2006 aux éditions Le Livre De Poche<br>Thème : LITTÉRATURE GÉNÉRALE - Romans - Romans francophones.</strong></p><p>A propos de cet exemplaire de ""Les Catilinaires"": couverture souple, format poche , bon état.<br>  Couverture cornée. Code ISBN de référence pour ce livre : 9782253141709<br></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,2006.0,,2.4,librairie,Les Catilinaires - Amélie Nothomb,2
4415,6,1536.0,2048.0,"Essai de géographie cordiale de la zone française occupée.
Broché. 282 pages. Trois cartes couleurs en fin d'ouvrage.",,1949.0,,10.0,librairie,Présence française en Allemagne,2
4416,8,2448.0,2448.0,"Ce pull côtelé en laine mélangée dentelé au niveau du col en maille légère dans les tons rose nude vous accompagnera au fil des saisons.
- Texture côtelée
- Col rond
- Manches longues simples
- fermeture style cache cœur 
- Coupe décontractée 
Composition : 
50% laine mérinos 50% acrylique 
Taille 42
Couleur rose nude ",42,,Rose,8.0,mode,Pull femme en laine mélangée dentelée CAROLL ,0
4417,5,2304.0,3072.0,"Télescope manuel laiton
dans son étui en cuir",,,,15.0,loisirs,Télescope manuel laiton,1
4418,2,1536.0,2048.0,"Inclus un titre inédit ""Follow me""
Polydor",,1985.0,,5.0,loisirs,Level 42 (double LP Live),1
4419,1,616.0,616.0,"<p><strong>Livre d'occasion écrit par Mangin Patrice paru en 2011 aux éditions Quentin<br/>Thème : LIVRES PRATIQUES - Nature - Écologie.</strong></p><p>A propos de cet exemplaire de ""Il Etait une Fois la Foret"": couverture cartonnée, grand format , très bon état.<br/> . Code ISBN de référence pour ce livre : 9782922417821<br /></p><p><strong>Informations légales sur la vente de livres d'occasion sur Label Emmaüs :</strong> la photo de couverture présentée n'est pas contractuelle. Vous recevrez l'exemplaire disponible actuellement dans nos boutiques dans un délai de 5 à 8 jours. </p><p>En achetant ce livre d'occasion en ligne, vous soutenez l'insertion professionnelle et l'emploi au sein d'une librairie solidaire Emmaüs, ainsi que le réemploi de livres et la préservation de l'environnement.</p>",,2011.0,,2.0,librairie,Il Etait une Fois la Foret - Mangin Patrice,2
4420,4,2200.0,2200.0,"Tableau en soie tissée des frères Neyret , St Etienne France, représentant La laitière de Greuze. 
Encadrement baguette loupe peuplier. 
Dimensions du cadre 22 x 29,5 cm
",,,,30.0,mobilier - deco,Tableau Soie tissée Neyret Frères La Laitière Greuze,0
4421,5,3264.0,2448.0,"une chaise en bois transformable en escabeau, hauteur environ 90 cm, largeur environ 34 cm",,,Marron,30.0,mobilier - deco,"une chaise en bois transformable en escabeau, hauteur environ 90 cm, largeur environ 34 cm",0
4422,4,1536.0,1536.0,"Robe verte AMARILLO LIMON. Grande encolure bateau en velours avec 1 large revers et logo de la marque sur la gauche. 1 zip sur le coté gauche, 2 fausses poches sur les côtés. Empiècement en velours sur le bas. Doublée sur l'encolure et les emmanchures. Composition : 60% coton, 20% acrylique, 10% laine, 10% polyester. Taille estimée : 38.",38,,Vert,14.0,label selection,,2
4423,3,900.0,675.0,"<p><strong>Blouse Femme ZARA</strong></p>
<p>Manches Longues</p>
<p>Taille 40</p>
<p>Couleur Noire</p>
<p>Col Ras du Cou</p>
<p>Très Bon Etat</p>",40,,Noir,5.5,mode,ZARA - T40 ( ref.b91 ),2
4424,1,1100.0,1100.0,"Ouvrage relié et illustré par R. BRESSON
Reliure légèrement endommagée sur la tranche et aux coins",,1950.0,Multicolore,10.0,librairie,Les travailleurs de la mer,2
4425,6,2448.0,2448.0,"Jupe midi chocolat à motifs arabesque femme SINEQUANONE. 

- Fermeture zippée côté gauche invisible. 
- Forme évasée et plissée.
- Motifs arabesques.
 -Couleur chocolat. 
- Se porte taille haute. 

Taille: 42. 
Matière: 100% coton.",42,,Marron,4.0,mode,Jupe midi marron à motifs arabesque femme SINEQUANONE ,1
4426,4,1536.0,1536.0,"Soupière Le creuset en fonte marron. 
",,,,22.0,mobilier - deco,Soupière Le creuset ,2
